ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2018-09-26,Stream flow,,226,ft3/s,Mean,USGS-02336517,-84.26262,33.46335
2018-09-26,Stream width measure,,59.0,ft,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Temperature, water",,25.0,deg C,,USGS-02336517,-84.26262,33.46335
2018-09-26,Number of sampling points,,10,count,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Height, gage",,3.58,ft,,USGS-02336517,-84.26262,33.46335
2018-09-26,Specific conductance,Total,74,uS/cm @25C,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Acidity, (H+)",Total,0.00049,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Oxygen,Dissolved,7.3,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,pH,Total,6.3,std units,,USGS-02336517,-84.26262,33.46335
2018-09-26,Carbon dioxide,Total,20,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Total suspended solids,Non-filterable,200,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Ammonia and ammonium,Total,0.20,mg/l as N,,USGS-02336517,-84.26262,33.46335
2018-09-26,Organic carbon,Total,15,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Hardness, Ca, Mg",Total,40,mg/l CaCO3,,USGS-02336517,-84.26262,33.46335
2018-09-26,Sulfate,Total,5.2,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Arsenic,Recoverable,2.4,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Vanadium,Recoverable,20,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Barium,Recoverable,79,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Cadmium,Total,0.29,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Chromium,Recoverable,3,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Copper,Recoverable,54,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Iron,Recoverable,9300,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Lead,Recoverable,43,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Manganese,Recoverable,500,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Molybdenum,Recoverable,3,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Strontium,Recoverable,28,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Zinc,Recoverable,160,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Antimony,Total,1.7,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Aluminum,Recoverable,13000,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Selenium,Total,1.5,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Titanium,Total,320,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Height, gage",,1.09,m,,USGS-02336517,-84.26262,33.46335
2018-09-26,Stream flow,,6.4,m3/sec,Mean,USGS-02336517,-84.26262,33.46335
2018-09-26,Dieldrin,Recoverable,0.008,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Aroclor 1254,Recoverable,0.1,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,"2,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",Recoverable,0.01,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,"Fuel, Diesel Range (C10-C28)",Recoverable,1300,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Turbidity,Total,100,FNU,,USGS-02336517,-84.26262,33.46335
2018-09-26,Suspended Sediment Concentration (SSC),Suspended,86,%,,USGS-02336517,-84.26262,33.46335
2018-09-26,Ammonia and ammonium,Total,0.258,mg/l NH4,,USGS-02336517,-84.26262,33.46335
2018-09-26,Suspended Sediment Concentration (SSC),Suspended,225,mg/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Calcium,Total,7300,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Magnesium,Total,1900,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Potassium,Total,6400,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Sodium,Total,3100,ug/l,,USGS-02336517,-84.26262,33.46335
2018-09-26,Alkalinity,Total,21,mg/l CaCO3,,USGS-02336517,-84.26262,33.46335
2018-09-26,Eicosane,Recoverable,106,%,,USGS-02336517,-84.26262,33.46335
2018-09-26,Squalene,Recoverable,83.5,%,,USGS-02336517,-84.26262,33.46335
2018-09-26,Chloride,Total,3.7,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Stream width measure,,30.0,ft,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Temperature, water",,20.1,deg C,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Temperature, air",,17.8,deg C,,USGS-02336517,-84.26262,33.46335
2017-10-23,Barometric pressure,,737,mm/Hg,,USGS-02336517,-84.26262,33.46335
2017-10-23,Stream flow,,79,ft3/s,Mean,USGS-02336517,-84.26262,33.46335
2017-10-23,Number of sampling points,,10,count,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Height, gage",,2.56,ft,,USGS-02336517,-84.26262,33.46335
2017-10-23,Specific conductance,Total,68,uS/cm @25C,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Oxygen,Dissolved,8.1,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Oxygen,Dissolved,92,% saturatn,,USGS-02336517,-84.26262,33.46335
2017-10-23,pH,Total,7.1,std units,,USGS-02336517,-84.26262,33.46335
2017-10-23,Carbon dioxide,Total,2.8,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.3,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Organic Nitrogen,Total,0.96,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Ammonia and ammonium,Total,0.04,mg/l as N,,USGS-02336517,-84.26262,33.46335
2017-10-23,Kjeldahl nitrogen,Total,1.0,mg/l as N,,USGS-02336517,-84.26262,33.46335
2017-10-23,Inorganic nitrogen (nitrate and nitrite),Total,0.290,mg/l as N,,USGS-02336517,-84.26262,33.46335
2017-10-23,Phosphorus,Total,0.27000,mg/l as P,,USGS-02336517,-84.26262,33.46335
2017-10-23,Phosphorus,Dissolved,0.05300,mg/l as P,,USGS-02336517,-84.26262,33.46335
2017-10-23,Organic carbon,Total,8.3,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,"Hardness, Ca, Mg",Total,40,mg/l CaCO3,,USGS-02336517,-84.26262,33.46335
2017-10-23,Sulfate,Total,4.6,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Fluoride,Total,0.500,mg/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Arsenic,Recoverable,1.3,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Beryllium,Recoverable,0.9,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Barium,Recoverable,200,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Cadmium,Total,1.0,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Chromium,Recoverable,4,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Cobalt,Recoverable,2,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Copper,Recoverable,29,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Iron,Recoverable,4100,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Lead,Recoverable,21,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Manganese,Recoverable,250,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Thallium,Total,2.0,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Molybdenum,Recoverable,10,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Nickel,Recoverable,100,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Silver,Recoverable,20,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Strontium,Recoverable,35,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Zinc,Recoverable,140,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Antimony,Total,2.2,ug/l,,USGS-02336517,-84.26262,33.46335
2017-10-23,Tin,Recoverable,200,ug/l,,USGS-02336517,-84.26262,33.46335
