ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2014-04-17,Organic carbon,Dissolved,2.6,mg/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Chloroform,Recoverable,0.02,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Toluene,Recoverable,0.03,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Tetrachloroethylene,Recoverable,0.244,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Trichloroethylene,Recoverable,0.011,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Isobutyl alcohol-d6,Total,99.8,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,Butyraldehyde,Total,0.02,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,tert-Butanol,Recoverable,0.28,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Pentanal,Recoverable,0.026,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,"cis-1,2-Dichloroethylene",Recoverable,0.026,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,Methyl tert-butyl ether,Recoverable,0.01,ug/l,,USGS-02336410,-84.26214,33.50176
2014-04-17,1-Bromo-3-chloropropane-d6,Total,82.2,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,Tetrahydrofuran-d8,Recoverable,107,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,p-Bromofluorobenzene,Total,81.6,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,Toluene-d8,Total,87.5,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,p-Bromofluorobenzene,Total,89.7,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,Toluene-d8,Total,96.9,%,,USGS-02336410,-84.26214,33.50176
2014-04-17,"1,2-Dichloroethane-d4",Total,111,%,,USGS-02336410,-84.26214,33.50176
2014-05-15,Wind velocity,,11,mph,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Stream flow, instantaneous",,119,ft3/s,,USGS-02336410,-84.26214,33.50176
2014-05-15,Number of sampling points,,11,count,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Height, gage",,2.78,ft,,USGS-02336410,-84.26214,33.50176
2014-05-15,Stream width measure,,34.0,ft,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Temperature, water",,20.9,deg C,,USGS-02336410,-84.26214,33.50176
2014-05-15,Barometric pressure,,741,mm/Hg,,USGS-02336410,-84.26214,33.50176
2014-05-15,Specific conductance,Total,75,uS/cm @25C,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Acidity, (H+)",Total,0.00032,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Oxygen,Dissolved,7.5,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Oxygen,Dissolved,86,% saturatn,,USGS-02336410,-84.26214,33.50176
2014-05-15,pH,Total,6.5,std units,,USGS-02336410,-84.26214,33.50176
2014-05-15,Nitrite,Dissolved,0.007,mg/l as N,,USGS-02336410,-84.26214,33.50176
2014-05-15,Nitrate,Dissolved,0.314,mg/l as N,,USGS-02336410,-84.26214,33.50176
2014-05-15,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.321,mg/l as N,,USGS-02336410,-84.26214,33.50176
2014-05-15,Orthophosphate,Dissolved,0.014,mg/l asPO4,,USGS-02336410,-84.26214,33.50176
2014-05-15,Phosphorus,Total,0.105,mg/l as P,,USGS-02336410,-84.26214,33.50176
2014-05-15,Orthophosphate,Dissolved,0.005,mg/l as P,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Hardness, Ca, Mg",,21.2,mg/l CaCO3,,USGS-02336410,-84.26214,33.50176
2014-05-15,Calcium,Dissolved,6.37,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Magnesium,Dissolved,1.30,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Sodium,Dissolved,4.22,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.40,,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Sodium, percent total cations",,27,%,,USGS-02336410,-84.26214,33.50176
2014-05-15,Potassium,Dissolved,2.69,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Chloride,Dissolved,4.91,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Sulfate,Dissolved,3.47,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Height, gage",,0.85,m,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Stream flow, instantaneous",,3.4,m3/sec,,USGS-02336410,-84.26214,33.50176
2014-05-15,Imazaquin,Dissolved,9.24,ng/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Aminomethylphosphonic acid,Dissolved,0.37,ug/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Glyphosate,Dissolved,0.58,ug/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.91,mg/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Atrazine,Dissolved,12.5,ng/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Carbaryl,Dissolved,5.13,ng/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Metolachlor,Dissolved,0.8,ng/l,,USGS-02336410,-84.26214,33.50176
2014-05-15,Piperonyl butoxide,Dissolved,2.6,ng/l,,USGS-02336410,-84.26214,33.50176
