ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2018-02-07,"Height, gage",,1.88,m,,USGS-023365218,-84.2808,33.4734
2018-02-07,Stream flow,,2.9,m3/sec,Mean,USGS-023365218,-84.2808,33.4734
2018-02-07,Stream width measure,,26.0,ft,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Temperature, water",,12.2,deg C,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Temperature, air",,16.8,deg C,,USGS-023365218,-84.2808,33.4734
2018-02-07,Barometric pressure,,741,mm/Hg,,USGS-023365218,-84.2808,33.4734
2018-02-07,Stream flow,,102,ft3/s,Mean,USGS-023365218,-84.2808,33.4734
2018-02-07,Number of sampling points,,10,count,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Height, gage",,6.16,ft,,USGS-023365218,-84.2808,33.4734
2018-02-07,Specific conductance,Total,56,uS/cm @25C,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Acidity, (H+)",Total,0.00004,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Oxygen,Dissolved,10.2,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Oxygen,Dissolved,98,% saturatn,,USGS-023365218,-84.2808,33.4734
2018-02-07,pH,Total,7.4,std units,,USGS-023365218,-84.2808,33.4734
2018-02-07,Carbon dioxide,Total,1.1,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Total suspended solids,Non-filterable,45,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.6,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Organic Nitrogen,Total,1.1,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Ammonia and ammonium,Total,0.07,mg/l as N,,USGS-023365218,-84.2808,33.4734
2018-02-07,Kjeldahl nitrogen,Total,1.2,mg/l as N,,USGS-023365218,-84.2808,33.4734
2018-02-07,Inorganic nitrogen (nitrate and nitrite),Total,0.380,mg/l as N,,USGS-023365218,-84.2808,33.4734
2018-02-07,Phosphorus,Total,0.20000,mg/l as P,,USGS-023365218,-84.2808,33.4734
2018-02-07,Phosphorus,Dissolved,0.06500,mg/l as P,,USGS-023365218,-84.2808,33.4734
2018-02-07,Organic carbon,Total,9.6,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,"Hardness, Ca, Mg",Total,48,mg/l CaCO3,,USGS-023365218,-84.2808,33.4734
2018-02-07,Sulfate,Total,4.2,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Fluoride,Total,0.340,mg/l,,USGS-023365218,-84.2808,33.4734
2018-02-07,Arsenic,Recoverable,1.3,ug/l,,USGS-023365218,-84.2808,33.4734
