ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2017-11-14,Stream width measure,,8.00,ft,,USGS-02336313,-84.26191,33.49179
2017-11-14,"Temperature, water",,10.6,deg C,,USGS-02336313,-84.26191,33.49179
2017-11-14,"Temperature, air",,10.7,deg C,,USGS-02336313,-84.26191,33.49179
2017-11-14,Barometric pressure,,746,mm/Hg,,USGS-02336313,-84.26191,33.49179
2017-11-14,Stream flow,,0.51,ft3/s,Mean,USGS-02336313,-84.26191,33.49179
2017-11-14,Number of sampling points,,1,count,,USGS-02336313,-84.26191,33.49179
2017-11-14,"Height, gage",,0.44,ft,,USGS-02336313,-84.26191,33.49179
2017-11-14,Specific conductance,Total,265,uS/cm @25C,,USGS-02336313,-84.26191,33.49179
2017-11-14,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336313,-84.26191,33.49179
2017-11-14,Oxygen,Dissolved,9.8,mg/l,,USGS-02336313,-84.26191,33.49179
2017-11-14,Oxygen,Dissolved,90,% saturatn,,USGS-02336313,-84.26191,33.49179
2017-11-14,pH,Total,7.2,std units,,USGS-02336313,-84.26191,33.49179
2017-11-14,"Height, gage",,0.13,m,,USGS-02336313,-84.26191,33.49179
2017-11-14,Stream flow,,0.01,m3/sec,Mean,USGS-02336313,-84.26191,33.49179
2017-11-14,Fecal Coliform,,330,cfu/100ml,,USGS-02336313,-84.26191,33.49179
2017-11-14,Escherichia coli,,260,MPN/100 ml,,USGS-02336313,-84.26191,33.49179
2017-11-14,Total Coliform,Total,5500,MPN/100 ml,,USGS-02336313,-84.26191,33.49179
2017-11-14,Turbidity,Total,2.6,FNU,,USGS-02336313,-84.26191,33.49179
2015-08-30,Stream flow,,4.8,ft3/s,Mean,USGS-02336313,-84.26191,33.49179
2015-08-30,Stream width measure,,10.0,ft,,USGS-02336313,-84.26191,33.49179
2015-08-30,"Temperature, water",,22.5,deg C,,USGS-02336313,-84.26191,33.49179
2015-08-30,"Temperature, air",,21.5,deg C,,USGS-02336313,-84.26191,33.49179
2015-08-30,Barometric pressure,,744,mm/Hg,,USGS-02336313,-84.26191,33.49179
2015-08-30,Number of sampling points,,1,count,,USGS-02336313,-84.26191,33.49179
2015-08-30,"Height, gage",,0.77,ft,,USGS-02336313,-84.26191,33.49179
2015-08-30,Specific conductance,Total,96,uS/cm @25C,,USGS-02336313,-84.26191,33.49179
2015-08-30,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336313,-84.26191,33.49179
2015-08-30,Oxygen,Dissolved,7.9,mg/l,,USGS-02336313,-84.26191,33.49179
2015-08-30,Oxygen,Dissolved,93,% saturatn,,USGS-02336313,-84.26191,33.49179
2015-08-30,pH,Total,7.2,std units,,USGS-02336313,-84.26191,33.49179
2015-08-30,"Height, gage",,0.23,m,,USGS-02336313,-84.26191,33.49179
2015-08-30,Stream flow,,0.14,m3/sec,Mean,USGS-02336313,-84.26191,33.49179
2015-08-30,Fecal Coliform,,8200,cfu/100ml,,USGS-02336313,-84.26191,33.49179
2015-08-30,Escherichia coli,,5300,MPN/100 ml,,USGS-02336313,-84.26191,33.49179
2015-08-30,Total Coliform,Total,240000,MPN/100 ml,,USGS-02336313,-84.26191,33.49179
2015-08-30,Turbidity,Total,25,FNU,,USGS-02336313,-84.26191,33.49179
2010-04-08,Number of sampling points,,1,count,,USGS-02336313,-84.26191,33.49179
2010-04-08,Specific conductance,Total,90,uS/cm @25C,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,pH,Total,7.1,std units,,USGS-02336313,-84.26191,33.49179
2010-04-08,Carbon dioxide,Total,2.3,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,4.8,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.2,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Nitrite,Dissolved,0.017,mg/l as N,,USGS-02336313,-84.26191,33.49179
2010-04-08,Nitrate,Dissolved,0.466,mg/l as N,,USGS-02336313,-84.26191,33.49179
2010-04-08,Kjeldahl nitrogen,Dissolved,0.76,mg/l as N,,USGS-02336313,-84.26191,33.49179
2010-04-08,Kjeldahl nitrogen,Total,4.3,mg/l as N,,USGS-02336313,-84.26191,33.49179
2010-04-08,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.48,mg/l as N,,USGS-02336313,-84.26191,33.49179
2010-04-08,Phosphorus,Total,0.71,mg/l as P,,USGS-02336313,-84.26191,33.49179
2010-04-08,Phosphorus,Dissolved,0.026,mg/l as P,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Hardness, Ca, Mg",,27.4,mg/l CaCO3,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Hardness, non-carbonate",Dissolved,12,mg/l CaCO3,,USGS-02336313,-84.26191,33.49179
2010-04-08,Calcium,Dissolved,8.83,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Magnesium,Dissolved,1.30,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Sodium,Dissolved,2.79,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.23,,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Sodium, percent total cations",,16,%,,USGS-02336313,-84.26191,33.49179
2010-04-08,Potassium,Dissolved,2.73,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Chloride,Dissolved,2.79,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Sulfate,Dissolved,11.8,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Silica,Dissolved,3.52,mg/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Cadmium,Dissolved,0.086,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Chromium,Dissolved,0.43,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Copper,Dissolved,10.3,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Iron,Dissolved,223,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Lead,Dissolved,1.55,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Manganese,Dissolved,150,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Nickel,Dissolved,1.8,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Zinc,Dissolved,54.3,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Aluminum,Dissolved,201,ug/l,,USGS-02336313,-84.26191,33.49179
2010-04-08,Alkalinity,Dissolved,14.9,mg/l CaCO3,,USGS-02336313,-84.26191,33.49179
2010-04-08,Escherichia coli,,11000,MPN/100 ml,,USGS-02336313,-84.26191,33.49179
2010-04-08,"Stream flow, max, storm event",,235,ft3/s,Maximum,USGS-02336313,-84.26191,33.49179
2010-04-08,Turbidity,Total,460,FNU,,USGS-02336313,-84.26191,33.49179
