ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2010-01-21,Number of sampling points,,1,count,,USGS-02336728,-84.34054,33.44367
2010-01-21,Specific conductance,Total,84,uS/cm @25C,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Acidity, (H+)",Total,0.00014,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,pH,Total,6.9,std units,,USGS-02336728,-84.34054,33.44367
2010-01-21,Carbon dioxide,Total,5.7,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.7,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.70,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Nitrite,Dissolved,0.008,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-01-21,Nitrate,Dissolved,0.430,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-01-21,Kjeldahl nitrogen,Dissolved,0.26,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-01-21,Kjeldahl nitrogen,Total,1.3,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-01-21,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.44,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-01-21,Orthophosphate,Dissolved,0.026,mg/l asPO4,,USGS-02336728,-84.34054,33.44367
2010-01-21,Phosphorus,Total,0.328,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-01-21,Phosphorus,Dissolved,0.013,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-01-21,Orthophosphate,Dissolved,0.008,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Hardness, Ca, Mg",,22.2,mg/l CaCO3,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Hardness, non-carbonate",Dissolved,1,mg/l CaCO3,,USGS-02336728,-84.34054,33.44367
2010-01-21,Calcium,Dissolved,6.08,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Magnesium,Dissolved,1.70,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Sodium,Dissolved,4.45,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.41,,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Sodium, percent total cations",,28,%,,USGS-02336728,-84.34054,33.44367
2010-01-21,Potassium,Dissolved,1.99,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Chloride,Dissolved,5.26,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Sulfate,Dissolved,9.18,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Silica,Dissolved,9.66,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Cadmium,Dissolved,0.031,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Chromium,Dissolved,0.29,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Copper,Dissolved,2.3,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Iron,Dissolved,312,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Lead,Dissolved,0.702,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Manganese,Dissolved,54.8,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Nickel,Dissolved,0.90,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Zinc,Dissolved,75.0,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Aluminum,Dissolved,241,ug/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Alkalinity,Dissolved,20.8,mg/l CaCO3,,USGS-02336728,-84.34054,33.44367
2010-01-21,Escherichia coli,,3700,MPN/100 ml,,USGS-02336728,-84.34054,33.44367
2010-01-21,Total Coliform,Total,98000,MPN/100 ml,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Stream flow, max, storm event",,325,ft3/s,Maximum,USGS-02336728,-84.34054,33.44367
2010-01-21,Turbidity,Total,180,FNU,,USGS-02336728,-84.34054,33.44367
2010-01-21,Total dissolved solids,Dissolved,53,mg/l,,USGS-02336728,-84.34054,33.44367
2010-01-21,Total dissolved solids,Dissolved,0.07,tons/ac ft,,USGS-02336728,-84.34054,33.44367
2010-01-21,Suspended Sediment Concentration (SSC),Suspended,92,%,,USGS-02336728,-84.34054,33.44367
2010-01-21,Nitrate,Dissolved,1.91,mg/l asNO3,,USGS-02336728,-84.34054,33.44367
2010-01-21,Nitrite,Dissolved,0.025,mg/l asNO2,,USGS-02336728,-84.34054,33.44367
2010-01-21,"Stream flow, mean, storm event",,131,ft3/s,Mean,USGS-02336728,-84.34054,33.44367
2010-01-21,Suspended Sediment Concentration (SSC),Suspended,245,mg/l,,USGS-02336728,-84.34054,33.44367
2010-07-12,Number of sampling points,,1,count,,USGS-02336728,-84.34054,33.44367
2010-07-12,Specific conductance,Total,73,uS/cm @25C,,USGS-02336728,-84.34054,33.44367
2010-07-12,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336728,-84.34054,33.44367
2010-07-12,pH,Total,7.0,std units,,USGS-02336728,-84.34054,33.44367
2010-07-12,Carbon dioxide,Total,3.4,mg/l,,USGS-02336728,-84.34054,33.44367
2010-07-12,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.8,mg/l,,USGS-02336728,-84.34054,33.44367
2010-07-12,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.81,mg/l,,USGS-02336728,-84.34054,33.44367
2010-07-12,Nitrite,Dissolved,0.013,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-07-12,Nitrate,Dissolved,0.456,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-07-12,Kjeldahl nitrogen,Dissolved,0.34,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-07-12,Kjeldahl nitrogen,Total,2.4,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-07-12,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.47,mg/l as N,,USGS-02336728,-84.34054,33.44367
2010-07-12,Orthophosphate,Dissolved,0.043,mg/l asPO4,,USGS-02336728,-84.34054,33.44367
2010-07-12,Phosphorus,Total,0.618,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-07-12,Phosphorus,Dissolved,0.021,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-07-12,Orthophosphate,Dissolved,0.014,mg/l as P,,USGS-02336728,-84.34054,33.44367
2010-07-12,"Hardness, Ca, Mg",,19.1,mg/l CaCO3,,USGS-02336728,-84.34054,33.44367
