ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2017-05-09,"Temperature, water",,15.3,deg C,,USGS-02335450,-84.18565,33.59089
2017-05-09,"Temperature, air",,21.0,deg C,,USGS-02335450,-84.18565,33.59089
2017-05-09,Barometric pressure,,750,mm/Hg,,USGS-02335450,-84.18565,33.59089
2017-05-09,Specific conductance,Total,84,uS/cm @25C,,USGS-02335450,-84.18565,33.59089
2017-05-09,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Oxygen,Dissolved,9.6,mg/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Oxygen,Dissolved,97,% saturatn,,USGS-02335450,-84.18565,33.59089
2017-05-09,pH,Total,7.2,std units,,USGS-02335450,-84.18565,33.59089
2017-05-09,Simazine,Dissolved,20.6,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Bupropion,Dissolved,3.69,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-",Dissolved,21.7,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Carisoprodol,Dissolved,4.47,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Metformin,Dissolved,55.7,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Fexofenadine,Dissolved,38.5,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Tolyl triazole,Dissolved,44.6,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Tramadol,Dissolved,12.9,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Metoprolol,Dissolved,3.14,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Venlafaxine,Dissolved,8.76,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,3-Phenoxybenzoic acid-13C6,Dissolved,102,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Desmethylvenlafaxine,Dissolved,22.3,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,"2,4-D",Dissolved,40.6,ng/l,,USGS-02335450,-84.18565,33.59089
2017-05-09,Acetochlor-d11,Dissolved,98.7,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Alachlor-d13,Dissolved,92.3,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Carbaryl-d7,Dissolved,108,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Carbendazim-d4,Dissolved,120,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Carbofuran-D3,Dissolved,102,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Deethylatrazine-d6,Dissolved,102,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diazinon-D10,Dissolved,92.0,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diflubenzuron-d4,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Hexazinone-d6,Dissolved,104,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Linuron-d6,Dissolved,101,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Malathion-D10,Dissolved,109,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Metolachlor-d6,Dissolved,96.6,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Nicosulfuron-d6,Dissolved,105,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Tebuconazole-d6,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Thiobencarb-d10,Dissolved,89.8,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,cis-Permethrin-13C6,Dissolved,130,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Butachlor ESA,Dissolved,104,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Dimethachlor sulfonic acid,Dissolved,111,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diuron-d6,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Thiabendazole-d4,Dissolved,101,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Albuterol-d9,Dissolved,155,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diltiazem-d3,Dissolved,133,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Trimethoprim-d9,Dissolved,106,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Acetaminophen-d3,Dissolved,216,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Norfluoxetine-d6,Dissolved,90.8,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Methadone-d9,Dissolved,123,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Oxycodone-d3,Dissolved,118,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Hydrocodone-d3,Dissolved,117,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Temazepam-d5,Dissolved,93.9,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Caffeine-trimethyl-13C3,Dissolved,116,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Sulfamethoxazole-13C6,Dissolved,111,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Cotinine-d3,Dissolved,99.5,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Amphetamine-d6,Dissolved,108,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Codeine-d6,Dissolved,148,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Pseudoephedrine-d3,Dissolved,111,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diphenhydramine-d3,Dissolved,131,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Fluoxetine-d6,Dissolved,92.9,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,Diazepam-D5,Dissolved,98.7,%,,USGS-02335450,-84.18565,33.59089
2017-05-09,"2,4-D-d3",Dissolved,85.7,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Barometric pressure,,744,mm/Hg,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Temperature, water",,14.0,deg C,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Temperature, air",,23.0,deg C,,USGS-02335450,-84.18565,33.59089
2015-10-13,Specific conductance,Total,79,uS/cm @25C,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Oxygen,Dissolved,8.6,mg/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Oxygen,Dissolved,85,% saturatn,,USGS-02335450,-84.18565,33.59089
2015-10-13,pH,Total,7.0,std units,,USGS-02335450,-84.18565,33.59089
2015-10-13,Fluoranthene,Recoverable,0.01,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Isophorone,Recoverable,0.004,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,"N,N-Diethyl-m-toluamide",Recoverable,0.02,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",Recoverable,0.03,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Tris(2-chloroethyl) phosphate,Recoverable,0.03,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Tributyl phosphate,Recoverable,0.017,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Triethyl citrate,Recoverable,0.02,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Decafluorobiphenyl,Total,77.8,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Fluoranthene-d10,Total,93.4,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Bisphenol A-d16,Total,56.7,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Bupropion,Dissolved,1.70,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Carbamazepine,Dissolved,2.22,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Meprobamate,Dissolved,3.46,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Dextromethorphan,Dissolved,0.55,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Fluconazole,Dissolved,6.80,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Metformin,Dissolved,62.7,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Nicotine,Dissolved,53.4,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Methocarbamol,Dissolved,5.22,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Tramadol,Dissolved,5.24,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Sitagliptin,Dissolved,9.97,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Venlafaxine,Dissolved,3.20,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Desmethylvenlafaxine,Dissolved,10.4,ng/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,p-Cresol,Recoverable,0.01,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,Caffeine,Recoverable,0.02,ug/l,,USGS-02335450,-84.18565,33.59089
2015-10-13,"cis-Androsterone-2,2,3,4,4-d5",Total,77.0,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Progesterone-13C3,Total,40.2,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Cholesterol-d7,Total,50.9,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Ethynylestradiol-d4,Total,76.8,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,"trans-Diethyl-1,1,1',1'-d4-stilbestrol-3,3',5,5'-d4",Total,54.8,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Mestranol-2,4,16,16-d4",Total,77.8,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Estriol-2,4,16,17-d4",Total,72.7,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,16-Epiestriol-d2,Total,147,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Medroxyprogesterone-d3,Total,75.5,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Nandrolone-d3,Total,76.4,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Caffeine-d9,Total,83.2,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Bisphenol A-d14,Total,102,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,"17.beta.-Estradiol-13,14,15,16,17,18-13C6",Recoverable,78.2,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,"Estrone-13,14,15,16,17,18-13C6",Recoverable,82.4,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Thiabendazole-d4,Dissolved,100,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Albuterol-d9,Dissolved,106,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Diltiazem-d3,Dissolved,79.6,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Trimethoprim-d9,Dissolved,99.2,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Acetaminophen-d3,Dissolved,99.3,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Norfluoxetine-d6,Dissolved,98.4,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Methadone-d9,Dissolved,74.4,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Oxycodone-d3,Dissolved,109,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Temazepam-d5,Dissolved,94.6,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Caffeine-trimethyl-13C3,Dissolved,99.8,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Sulfamethoxazole-13C6,Dissolved,105,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Cotinine-d3,Dissolved,96.9,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Amphetamine-d6,Dissolved,101,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Codeine-d6,Dissolved,88.5,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Pseudoephedrine-d3,Dissolved,107,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Diphenhydramine-d3,Dissolved,95.2,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Fluoxetine-d6,Dissolved,40.0,%,,USGS-02335450,-84.18565,33.59089
2015-10-13,Diazepam-D5,Dissolved,94.4,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Temperature, water",,15.6,deg C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Temperature, air",,30.0,deg C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Stream flow, instantaneous",,740,ft3/s,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Height, gage",,2.89,ft,,USGS-02335450,-84.18565,33.59089
2015-08-11,Specific conductance,Total,72,uS/cm @25C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Acidity, (H+)",Total,0.00086,mg/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Oxygen,Dissolved,10.0,mg/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,pH,Total,6.1,std units,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Height, gage",,0.88,m,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Stream flow, instantaneous",,21,m3/sec,,USGS-02335450,-84.18565,33.59089
2015-08-11,Fluoranthene,Recoverable,0.01,ug/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Tris(1,3-dichloro-2-propyl)phosphate",Recoverable,0.11,ug/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran",Recoverable,0.04,ug/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Decafluorobiphenyl,Total,51.7,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Fluoranthene-d10,Total,74.9,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Bisphenol A-d16,Total,52.4,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Bupropion,Dissolved,2.67,ng/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,16-Epiestriol-d2,Total,58.2,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Metoprolol,Dissolved,3.10,ng/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Tolyl triazole,Dissolved,49.4,ng/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Tramadol,Dissolved,8.92,ng/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Venlafaxine,Dissolved,4.98,ng/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Caffeine,Recoverable,0.02,ug/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,"cis-Androsterone-2,2,3,4,4-d5",Total,51.8,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Progesterone-13C3,Total,5.4,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Cholesterol-d7,Total,70.5,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Ethynylestradiol-d4,Total,54.6,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"trans-Diethyl-1,1,1',1'-d4-stilbestrol-3,3',5,5'-d4",Total,27.4,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Mestranol-2,4,16,16-d4",Total,53.2,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Estriol-2,4,16,17-d4",Total,67.3,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Medroxyprogesterone-d3,Total,32.3,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Nandrolone-d3,Total,42.1,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Caffeine-d9,Total,55.2,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Bisphenol A-d14,Total,56,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"17.beta.-Estradiol-13,14,15,16,17,18-13C6",Recoverable,49.6,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Estrone-13,14,15,16,17,18-13C6",Recoverable,54.0,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Thiabendazole-d4,Dissolved,112,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Albuterol-d9,Dissolved,124,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Diltiazem-d3,Dissolved,112,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Trimethoprim-d9,Dissolved,117,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Acetaminophen-d3,Dissolved,119,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Norfluoxetine-d6,Dissolved,85.8,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Methadone-d9,Dissolved,112,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Oxycodone-d3,Dissolved,113,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Temazepam-d5,Dissolved,107,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Caffeine-trimethyl-13C3,Dissolved,100,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Sulfamethoxazole-13C6,Dissolved,111,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Cotinine-d3,Dissolved,110,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Amphetamine-d6,Dissolved,115,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Codeine-d6,Dissolved,128,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Pseudoephedrine-d3,Dissolved,124,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Diphenhydramine-d3,Dissolved,116,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Fluoxetine-d6,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Diazepam-D5,Dissolved,108,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Temperature, water",,15.6,deg C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Temperature, air",,30.0,deg C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Stream flow, instantaneous",,740,ft3/s,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Height, gage",,2.89,ft,,USGS-02335450,-84.18565,33.59089
2015-08-11,Specific conductance,Total,72,uS/cm @25C,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Acidity, (H+)",Total,0.00086,mg/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,Oxygen,Dissolved,10.0,mg/l,,USGS-02335450,-84.18565,33.59089
2015-08-11,pH,Total,6.1,std units,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Height, gage",,0.88,m,,USGS-02335450,-84.18565,33.59089
2015-08-11,"Stream flow, instantaneous",,21,m3/sec,,USGS-02335450,-84.18565,33.59089
2015-08-11,3-Methylindole,Recoverable,5,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Fluoranthene-d10,,78,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Benzo[a]pyrene,Recoverable,23,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Carbazole,Recoverable,7,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Indole,Recoverable,80,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Fluoranthene,Recoverable,71,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Pyrene,Recoverable,51,ug/kg,,USGS-02335450,-84.18565,33.59089
2015-08-11,Decafluorobiphenyl,,15,%,,USGS-02335450,-84.18565,33.59089
2015-08-11,Bisphenol A-d14,Recoverable,70,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,"Temperature, water",,9.4,deg C,,USGS-02335450,-84.18565,33.59089
2017-12-12,Barometric pressure,,738,mm/Hg,,USGS-02335450,-84.18565,33.59089
2017-12-12,Specific conductance,Total,93,uS/cm @25C,,USGS-02335450,-84.18565,33.59089
2017-12-12,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,pH,Total,7.2,std units,,USGS-02335450,-84.18565,33.59089
2017-12-12,Simazine,Dissolved,57.1,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Azoxystrobin,Dissolved,1.40,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Tebuconazole,Dissolved,5.21,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Bupropion,Dissolved,4.31,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Carbamazepine,Dissolved,6.33,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Sulfamethoxazole,Dissolved,16.9,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-",Dissolved,17.2,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Meprobamate,Dissolved,3.82,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Malathion-D10,Dissolved,99.4,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Fluconazole,Dissolved,11.4,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Metformin,Dissolved,80.3,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Methocarbamol,Dissolved,13.7,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Atenolol,Dissolved,9.97,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Fexofenadine,Dissolved,47.2,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Tolyl triazole,Dissolved,57.5,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Tramadol,Dissolved,13.7,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Metoprolol,Dissolved,8.84,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Sitagliptin,Dissolved,11.6,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Venlafaxine,Dissolved,10.9,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Pronamide,Dissolved,1.76,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Imidacloprid,Dissolved,7.85,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Acephate,Dissolved,13.4,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Metolachlor-d6,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Desisopropyl atrazine,Dissolved,14.6,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,Tebuthiuron,Dissolved,2.24,ng/l,,USGS-02335450,-84.18565,33.59089
2017-12-12,3-Phenoxybenzoic acid-13C6,Dissolved,102,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Acetochlor-d11,Dissolved,99.6,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Alachlor-d13,Dissolved,97.7,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Carbaryl-d7,Dissolved,107,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Carbendazim-d4,Dissolved,93.6,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Carbofuran-D3,Dissolved,92.8,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Deethylatrazine-d6,Dissolved,90.4,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Diazinon-D10,Dissolved,108,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Diflubenzuron-d4,Dissolved,111,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Hexazinone-d6,Dissolved,103,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Linuron-d6,Dissolved,108,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Nicosulfuron-d6,Dissolved,101,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Tebuconazole-d6,Dissolved,107,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Thiobencarb-d10,Dissolved,107,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,cis-Permethrin-13C6,Dissolved,77.5,%,,USGS-02335450,-84.18565,33.59089
2017-12-12,Butachlor ESA,Dissolved,99.5,%,,USGS-02335450,-84.18565,33.59089
