ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2015-10-13,3-Methylindole,Recoverable,12,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Anthracene,Recoverable,48,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Benzo[a]pyrene,Recoverable,379,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Phenanthrene,Recoverable,354,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Carbazole,Recoverable,97,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Fluoranthene,Recoverable,1120,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Indole,Recoverable,170,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Pyrene,Recoverable,823,ug/kg,,USGS-02335990,-84.27148,33.52036
2015-10-13,Decafluorobiphenyl,,20,%,,USGS-02335990,-84.27148,33.52036
2015-10-13,Fluoranthene-d10,,72,%,,USGS-02335990,-84.27148,33.52036
2015-10-13,Bisphenol A-d14,Recoverable,30,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,"Temperature, water",,7.1,deg C,,USGS-02335990,-84.27148,33.52036
2017-12-12,Barometric pressure,,740,mm/Hg,,USGS-02335990,-84.27148,33.52036
2017-12-12,Specific conductance,Total,116,uS/cm @25C,,USGS-02335990,-84.27148,33.52036
2017-12-12,"Acidity, (H+)",Total,0.00004,mg/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,pH,Total,7.4,std units,,USGS-02335990,-84.27148,33.52036
2017-12-12,Simazine,Dissolved,189,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Azoxystrobin,Dissolved,2.75,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Propiconazole,Dissolved,6.53,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Tebuconazole,Dissolved,17.3,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Acetaminophen,Dissolved,41.3,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Bupropion,Dissolved,7.53,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Malathion-D10,Dissolved,104,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Carbamazepine,Dissolved,8.30,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Cotinine,Dissolved,5.30,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Sulfamethoxazole,Dissolved,20.3,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Trimethoprim,Dissolved,4.23,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Pseudoephedrine/Ephedrine mix,Dissolved,1.44,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-",Dissolved,22.2,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Fluconazole,Dissolved,13.7,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Metformin,Dissolved,172,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Methocarbamol,Dissolved,25.5,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Fexofenadine,Dissolved,85.5,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Tolyl triazole,Dissolved,210,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Tramadol,Dissolved,22.9,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Metoprolol,Dissolved,15.1,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Sitagliptin,Dissolved,17.9,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Venlafaxine,Dissolved,17.6,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Pronamide,Dissolved,3.91,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Desmethylvenlafaxine,Dissolved,33.7,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Imidacloprid,Dissolved,27.7,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,"2,4-D",Dissolved,194,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Acephate,Dissolved,23.2,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Desisopropyl atrazine,Dissolved,21.4,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Metribuzin,Dissolved,22.8,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,Tebuthiuron,Dissolved,7.38,ng/l,,USGS-02335990,-84.27148,33.52036
2017-12-12,3-Phenoxybenzoic acid-13C6,Dissolved,98.0,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Acetochlor-d11,Dissolved,87.5,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Alachlor-d13,Dissolved,100,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Carbaryl-d7,Dissolved,104,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Carbendazim-d4,Dissolved,93.5,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Carbofuran-D3,Dissolved,92.5,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Deethylatrazine-d6,Dissolved,87.7,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Diazinon-D10,Dissolved,110,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Diflubenzuron-d4,Dissolved,108,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Hexazinone-d6,Dissolved,98.4,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Linuron-d6,Dissolved,108,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Metolachlor-d6,Dissolved,103,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Nicosulfuron-d6,Dissolved,98.4,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Tebuconazole-d6,Dissolved,100,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Thiobencarb-d10,Dissolved,108,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,cis-Permethrin-13C6,Dissolved,94.9,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Butachlor ESA,Dissolved,105,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Dimethachlor sulfonic acid,Dissolved,99.4,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Diuron-d6,Dissolved,102,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Thiabendazole-d4,Dissolved,100,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Albuterol-d9,Dissolved,115,%,,USGS-02335990,-84.27148,33.52036
2017-12-12,Diltiazem-d3,Dissolved,101,%,,USGS-02335990,-84.27148,33.52036
