ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2014-06-24,"Temperature, water",,23.5,deg C,,USGS-02336526,-84.28271,33.47401
2014-06-24,Barometric pressure,,745,mm/Hg,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Stream flow, instantaneous",,4.4,ft3/s,,USGS-02336526,-84.28271,33.47401
2014-06-24,Specific conductance,Total,266,uS/cm @25C,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336526,-84.28271,33.47401
2014-06-24,Oxygen,Dissolved,7.5,mg/l,,USGS-02336526,-84.28271,33.47401
2014-06-24,Oxygen,Dissolved,91,% saturatn,,USGS-02336526,-84.28271,33.47401
2014-06-24,pH,Total,7.5,std units,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Biomass, periphyton",,1067.3,g/m2,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Biomass, periphyton",,1126.0,g/m2,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Stream flow, instantaneous",,0.12,m3/sec,,USGS-02336526,-84.28271,33.47401
2014-06-24,"Biomass, periphyton",,58.7,g/m2,,USGS-02336526,-84.28271,33.47401
2014-06-24,Pheophytin a,,60.0,mg/m2,,USGS-02336526,-84.28271,33.47401
2014-06-24,Turbidity,Total,2.1,NTRU,,USGS-02336526,-84.28271,33.47401
2014-06-24,Biomass/chlorophyll ratio,,508,,,USGS-02336526,-84.28271,33.47401
2014-06-24,Chlorophyll a,,116,mg/m2,,USGS-02336526,-84.28271,33.47401
2014-05-06,Stream width measure,,16.0,ft,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Temperature, water",,19.1,deg C,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Temperature, air",,278,deg C,,USGS-02336526,-84.28271,33.47401
2014-05-06,Barometric pressure,,741,mm/Hg,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Stream flow, instantaneous",,7.2,ft3/s,,USGS-02336526,-84.28271,33.47401
2014-05-06,Number of sampling points,,10,count,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Height, gage",,3.32,ft,,USGS-02336526,-84.28271,33.47401
2014-05-06,Specific conductance,Total,278,uS/cm @25C,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Acidity, (H+)",Total,0.00003,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Oxygen,Dissolved,9.9,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Oxygen,Dissolved,110,% saturatn,,USGS-02336526,-84.28271,33.47401
2014-05-06,pH,Total,7.5,std units,,USGS-02336526,-84.28271,33.47401
2014-05-06,Organic Nitrogen,Total,0.16,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Ammonia and ammonium,Dissolved,0.04,mg/l as N,,USGS-02336526,-84.28271,33.47401
2014-05-06,Nitrite,Dissolved,0.013,mg/l as N,,USGS-02336526,-84.28271,33.47401
2014-05-06,Nitrate,Dissolved,0.773,mg/l as N,,USGS-02336526,-84.28271,33.47401
2014-05-06,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.786,mg/l as N,,USGS-02336526,-84.28271,33.47401
2014-05-06,Orthophosphate,Dissolved,0.033,mg/l asPO4,,USGS-02336526,-84.28271,33.47401
2014-05-06,Phosphorus,Total,0.028,mg/l as P,,USGS-02336526,-84.28271,33.47401
2014-05-06,Orthophosphate,Dissolved,0.011,mg/l as P,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Hardness, Ca, Mg",,92.0,mg/l CaCO3,,USGS-02336526,-84.28271,33.47401
2014-05-06,Calcium,Dissolved,28.5,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Magnesium,Dissolved,5.08,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Sodium,Dissolved,16.9,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.76,,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Sodium, percent total cations",,27,%,,USGS-02336526,-84.28271,33.47401
2014-05-06,Potassium,Dissolved,4.46,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Chloride,Dissolved,14.7,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Sulfate,Dissolved,38.0,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Height, gage",,1.01,m,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Stream flow, instantaneous",,0.20,m3/sec,,USGS-02336526,-84.28271,33.47401
2014-05-06,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.99,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Atrazine,Dissolved,5.24,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Hexazinone,Dissolved,9.91,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Fipronil Sulfone,Dissolved,0.99,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,2-Isopropyl-6-methyl-4-pyrimidinol,Dissolved,24.7,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Acephate,Dissolved,12.8,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Demethyl hexazinone B,Dissolved,3.42,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Fentin,Dissolved,1.0,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-",Dissolved,9.43,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Propoxur,Dissolved,3.09,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Sulfometuron methyl,Dissolved,79.7,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Tebuthiuron Transformation Product 108,Dissolved,44.1,ng/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Suspended Sediment Concentration (SSC),Suspended,93,%,,USGS-02336526,-84.28271,33.47401
2014-05-06,Ammonia and ammonium,Dissolved,0.045,mg/l NH4,,USGS-02336526,-84.28271,33.47401
2014-05-06,Nitrate,Dissolved,3.42,mg/l asNO3,,USGS-02336526,-84.28271,33.47401
2014-05-06,Nitrite,Dissolved,0.043,mg/l asNO2,,USGS-02336526,-84.28271,33.47401
2014-05-06,Suspended Sediment Concentration (SSC),Suspended,2,mg/l,,USGS-02336526,-84.28271,33.47401
2014-05-06,Suspended Sediment Discharge,Suspended,0.04,tons/day,,USGS-02336526,-84.28271,33.47401
2014-05-06,Specific conductance,Total,273,uS/cm @25C,,USGS-02336526,-84.28271,33.47401
2014-05-06,3-Phenoxybenzoic acid-13C6,Dissolved,99.4,%,,USGS-02336526,-84.28271,33.47401
2014-05-06,Acetochlor-d11,Dissolved,95.6,%,,USGS-02336526,-84.28271,33.47401
